13.2121 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
26.5767 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
26.6779 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
26.7789 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
26.8805 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
26.9820 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.0831 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.1842 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.2853 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.3863 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.4874 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.5886 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.6897 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.7908 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.8922 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
27.9938 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.0952 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.1964 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.2975 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.3986 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.4997 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.6009 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.7020 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.8030 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.9045 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
28.9112 	DATA 	Keypress: right
29.0061 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.0075 	EXP 	Sound  reached end of file
29.0075 	EXP 	Sound  started
29.1119 	EXP 	unnamed TextStim: height = 0.06
29.1119 	EXP 	unnamed TextStim: height = 0.06
29.1119 	EXP 	unnamed TextStim: height = 0.06
29.1119 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.2134 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.3145 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.4156 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.5166 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.6177 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.7188 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.8198 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
29.9208 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.0222 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.0552 	DATA 	Keypress: down
30.1237 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.1248 	EXP 	Sound  reached end of file
30.1248 	EXP 	Sound  started
30.2295 	EXP 	unnamed TextStim: height = 0.06
30.2295 	EXP 	unnamed TextStim: height = 0.06
30.2295 	EXP 	unnamed TextStim: height = 0.06
30.2295 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.3309 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.4321 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.5331 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.6343 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.7354 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.8365 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
30.9375 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.0390 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.1404 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.2416 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.3432 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.4446 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.5457 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.6468 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.7104 	DATA 	Keypress: down
31.7478 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.7492 	EXP 	Sound  reached end of file
31.7492 	EXP 	Sound  started
31.8540 	EXP 	unnamed TextStim: height = 0.06
31.8540 	EXP 	unnamed TextStim: height = 0.06
31.8540 	EXP 	unnamed TextStim: height = 0.06
31.8540 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.9551 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.0566 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.1581 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.2592 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.3608 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.4622 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.5634 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.6645 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.7655 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.8666 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.9676 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.0688 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.1702 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.2717 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.3729 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.4744 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.5759 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.6772 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.7782 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.8793 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.9803 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.0814 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.1824 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.2839 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.3849 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.4864 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.5879 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.6890 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.7901 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.8912 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.9923 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.0933 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.1944 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.2955 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.3782 	DATA 	Keypress: right
35.3969 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0035.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.3977 	EXP 	Sound  reached end of file
35.3977 	EXP 	Sound  started
35.5019 	EXP 	unnamed TextStim: height = 0.06
35.5019 	EXP 	unnamed TextStim: height = 0.06
35.5019 	EXP 	unnamed TextStim: height = 0.06
35.5019 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.6034 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.7049 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.8061 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.9073 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.0083 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.1094 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.2105 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.3115 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.4125 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.5140 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.6154 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.7170 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.8182 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.9193 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.0204 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.1214 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.2170 	DATA 	Keypress: down
37.2224 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.2234 	EXP 	Sound  reached end of file
37.2234 	EXP 	Sound  started
37.3273 	EXP 	unnamed TextStim: height = 0.06
37.3273 	EXP 	unnamed TextStim: height = 0.06
37.3273 	EXP 	unnamed TextStim: height = 0.06
37.3273 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.4284 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.5298 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.6312 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.7326 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.8341 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.9353 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.0364 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.1375 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.2385 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.3396 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.4406 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.5419 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.6436 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.7447 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.8462 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.9476 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.0487 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.1502 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.1851 	DATA 	Keypress: right
39.2516 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0042.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.2525 	EXP 	Sound  reached end of file
39.2525 	EXP 	Sound  started
39.3566 	EXP 	unnamed TextStim: height = 0.06
39.3566 	EXP 	unnamed TextStim: height = 0.06
39.3566 	EXP 	unnamed TextStim: height = 0.06
39.3566 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.4577 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.5588 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.6602 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.7614 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.8630 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.9645 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
