12.9595 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
31.7095 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.8109 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
31.9123 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.0135 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.1146 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.2161 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.3175 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.4188 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.5199 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.6209 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.7220 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.8234 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
32.9250 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.0264 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.1275 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.2286 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.3301 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.4312 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.4710 	DATA 	Keypress: down
33.5323 	EXP 	unnamed TextStim: text = 'Volume: 0.40\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.5332 	EXP 	Sound  reached end of file
33.5332 	EXP 	Sound  started
33.6378 	EXP 	unnamed TextStim: height = 0.06
33.6378 	EXP 	unnamed TextStim: height = 0.06
33.6378 	EXP 	unnamed TextStim: height = 0.06
33.6378 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.7389 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.8400 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
33.9415 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.0430 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.1441 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.2451 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.3466 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.4477 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.5490 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.6501 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.7511 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.8521 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
34.9531 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.0547 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.1563 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.2576 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.3590 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.4605 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.5617 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.6629 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.7576 	DATA 	Keypress: down
35.7640 	EXP 	unnamed TextStim: text = 'Volume: 0.35\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.7648 	EXP 	Sound  reached end of file
35.7648 	EXP 	Sound  started
35.8687 	EXP 	unnamed TextStim: height = 0.06
35.8687 	EXP 	unnamed TextStim: height = 0.06
35.8687 	EXP 	unnamed TextStim: height = 0.06
35.8687 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
35.9697 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.0712 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.1727 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.2739 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.3750 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.4765 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.5780 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.6792 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.7803 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.8813 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
36.9823 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.0834 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.1848 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.2863 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.3877 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.4887 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.5902 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.6914 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.7664 	DATA 	Keypress: down
37.7925 	EXP 	unnamed TextStim: text = 'Volume: 0.30\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.7934 	EXP 	Sound  reached end of file
37.7934 	EXP 	Sound  started
37.8979 	EXP 	unnamed TextStim: height = 0.06
37.8979 	EXP 	unnamed TextStim: height = 0.06
37.8979 	EXP 	unnamed TextStim: height = 0.06
37.8979 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
37.9989 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.0999 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.2010 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.3025 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.4040 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.5051 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.6063 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.7076 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.7775 	DATA 	Keypress: down
38.8089 	EXP 	unnamed TextStim: text = 'Volume: 0.25\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
38.8098 	EXP 	Sound  reached end of file
38.8098 	EXP 	Sound  started
38.9141 	EXP 	unnamed TextStim: height = 0.06
38.9141 	EXP 	unnamed TextStim: height = 0.06
38.9141 	EXP 	unnamed TextStim: height = 0.06
38.9141 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.0152 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.1162 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.2173 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.3187 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.4203 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.5215 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.6226 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.7241 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.8256 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
39.9268 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.0279 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.1290 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.1653 	DATA 	Keypress: down
40.2300 	EXP 	unnamed TextStim: text = 'Volume: 0.20\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.2307 	EXP 	Sound  reached end of file
40.2307 	EXP 	Sound  started
40.3345 	EXP 	unnamed TextStim: height = 0.06
40.3345 	EXP 	unnamed TextStim: height = 0.06
40.3345 	EXP 	unnamed TextStim: height = 0.06
40.3345 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.4362 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.5378 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.6390 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.7400 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.8415 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
40.9430 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.0441 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.1452 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.2463 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.3473 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.4486 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.5501 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.6513 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.7523 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.8534 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
41.9549 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.0560 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.1571 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.2582 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.3593 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.4604 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.5618 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.6633 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.6999 	DATA 	Keypress: right
42.7646 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0016.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.7666 	EXP 	Sound  reached end of file
42.7666 	EXP 	Sound  started
42.8712 	EXP 	unnamed TextStim: height = 0.06
42.8712 	EXP 	unnamed TextStim: height = 0.06
42.8712 	EXP 	unnamed TextStim: height = 0.06
42.8712 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
42.9727 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.0739 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.1751 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.2762 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.3772 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.4783 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.5797 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.6813 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.7827 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.8838 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
43.9853 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.0868 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.1879 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.2889 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.3900 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.4910 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.5921 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.6936 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.7951 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.8152 	DATA 	Keypress: right
44.8965 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0019.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
44.8990 	EXP 	Sound  reached end of file
44.8990 	EXP 	Sound  started
45.0032 	EXP 	unnamed TextStim: height = 0.06
45.0032 	EXP 	unnamed TextStim: height = 0.06
45.0032 	EXP 	unnamed TextStim: height = 0.06
45.0032 	EXP 	unnamed TextStim: text = 'Volume: 0.15\nPhrase: UvA0031.wav\n\nUse UP/DOWN to change volume\nLEFT/RIGHT to change phrase\nPress SPACE only to finally confirm'
